1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / ワークの解説がないので、解説の解説があるなら、ものすごく助かると考える。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 教科書の問題の解説を見てわからなかった問題の復習をしたいので解説を何らかの形で配信してほしいです。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 授業で問題の解説をしてほしい
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 説明がとても分かりやすく理解できました。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 課題は計画的に テストはしっかり勉強しよう
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 無遅刻、無欠席で、課題をしっかり提出する。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 感想を毎回書くこと。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 勉強頑張れ
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / こつこつと課題を進めた方がいい
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 課題や振り返りをしっかり毎回行いましょう。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 宿題は期限内にやろう。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 早めに課題を終わらせておく
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 課題は少しずつやらないと期末で後々大変になるので早めにしておく。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 講義をしっかり聞く
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 授業振り返りを忘れずに提出しましょう。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 宿題やればテストはできる
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 課題、fit aim をきちんとこなすこと。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 課題ととけれるようになると大丈夫です。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 授業後の感想を忘れずに、はじめに課題の提出方法を確認するべき。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 分からないことがあったら嫌な顔は絶対しないと思うからすぐ聞くとよい
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 毎週moodleを提出すること
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 中学高校でやったことの発展。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 課題を提出し授業に出席すれば大丈夫です。授業も分かりやすいので、講義を聞けばテストも解けます。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 頑張れ
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 課題は計画的に進める。
1412104　電気回路I,平均評価ポイント　　3.61,2024/07/03（水）　～　2024/07/19（金） / 課題を計画的にやる
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / ミニテストで復習できて良かった
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / ミニテストがあり授業が分かりやすかった。
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 難しかったですが、少し理解できました
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 課題の解説が欲しい。
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 他の授業の内容より難しかった
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 電気磁気学の分野の専門知識が身についたので良かったです。
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 内容は難しいがわかりやすい
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 内容がとても難しいと思った。
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 難しい分野を分かりやすく説明して頂き助かった。
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / とても分かりやすかった.
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 毎回、復習しましょう
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / レポートをしっかりとする。
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / ラクたん
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 頑張ってください
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 復習大事
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 予習をしっかりしてください
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 振り返りと復習
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 授業中の話をよく聞くこと
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / レポートをしっかり提出しましょう
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 毎回出席しましょう
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 意欲的に授業を受けられる人は確実に成長できる科目だと思います。
1411102　電磁気学I,平均評価ポイント　　3.50,2024/07/03（水）　～　2024/07/19（金） / 頑張れ.
1412102　電磁気学I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 今後研究などにおいて必要な知識を身に付けることが出来た。
1412102　電磁気学I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 本当に難しかったです。
1412102　電磁気学I,平均評価ポイント　　3.40,2024/07/03（水）　～　2024/07/19（金） / 様々な形の問題を解くことで自分の解きやすい形を見つけることができた。
