講義名,平均評価ポイント,自由記述,感情スコア,ポジティブ表現,ネガティブ表現
1923101　自然環境調査法,平均評価ポイント　　3.62,毎授業の初めに小テストがあるため、ある程度まとめると良いと思います,-0.171526526,良い(1.00),"授業(-0.41), 初め(-0.96), 小(-0.54), テスト(-0.34), 程度(-0.91), と(-0.22), と(-0.22), 思い(-0.68)"
1923101　自然環境調査法,平均評価ポイント　　3.62,ない,-0.999997,,ない(-1.00)
1923101　自然環境調査法,平均評価ポイント　　3.62,出席して小テストを受けること、資料にメモをとること。,-0.185288,,"出席(-0.28), 小(-0.54), テスト(-0.34), 受ける(-0.97), 資料(-0.38), メモ(-0.46)"
1923101　自然環境調査法,平均評価ポイント　　3.62,授業に出よう,-0.135269,,授業(-0.41)
1923101　自然環境調査法,平均評価ポイント　　3.62,FIT-AIMは毎回きちんと書き込み、授業中にまとめをしておくとスムーズに次回の授業を進めることができます。,-0.065424345,きちんと(0.98),"授業(-0.41), 中(-0.98), と(-0.22), 次回(-0.53), 授業(-0.41), 進める(-0.34)"
1923101　自然環境調査法,平均評価ポイント　　3.62,小テストあるのでしっかりレジュメの内容を理解しましょう。,-0.194578143,,"小(-0.54), テスト(-0.34), レジュメ(-0.42), 内容(-0.85), 理解(-0.31), ましょう(-0.27)"
1923101　自然環境調査法,平均評価ポイント　　3.62,課題をしっかり出す,-0.0987995,,課題(-0.40)
1923101　自然環境調査法,平均評価ポイント　　3.62,2回目以降小テストがあるので必ず出席しましょう,-0.303005,,"回(-0.72), 目(-0.99), 以降(-0.57), 小(-0.54), テスト(-0.34), 必ず(-0.53), 出席(-0.28), ましょう(-0.27)"
1923101　自然環境調査法,平均評価ポイント　　3.62,しっかり勉強しましょう。,-0.1060056,,"勉強(-0.26), ましょう(-0.27)"
1036110　数学科教育法II,,～,0,,
1036109　数学科教育法I,,～,0,,
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,社会環境を総合的な視野から見て考える授業で世界の人々の暮らしなども見れたりして面白かった。,-0.149699115,,"社会(-0.82), 環境(-0.61), 視野(-0.38), 考える(-0.88), 授業(-0.41), 世界(-0.79)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,資料とかいつも用意してくださってわかりやすかったです。,-0.093934643,,"資料(-0.38), と(-0.22), 用意(-0.72)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,いろんなことを詳しくしれたり初めて学んだりすることができました。,-0.057652938,,初めて(-0.92)
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,資料が分かりやすく、見やすかったです。,-0.0380721,,資料(-0.38)
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,複数の先生による、いろんな学びを得ることができました。どの講義も、これからの社会を考えるに必要なことで充実した時間を過ごすことができました。,-0.12533837,充実(0.02),"複数(-0.30), 先生(-0.24), 得る(-0.85), 講義(-0.43), 社会(-0.82), 考える(-0.88), 必要(-0.92), 時間(-0.95)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,スライドに書いてあることの説明が少し長く感じたが、ミニレポートで学習したことの振り返りをすることで内容理解を深めることができた。,-0.14571725,,"スライド(-0.51), 説明(-0.78), 少し(-0.97), 感じ(-0.97), 学習(-0.45), 内容(-0.85), 理解(-0.31), 深める(-0.40)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,先生が3人に分かれてそれぞれの専門分野を教えてくれて勉強になりました。また、色んな授業をやってくれたのでそれぞれの分野で何に興味をもっているのかを自分で知ることができました。,-0.080841054,,"先生(-0.24), それぞれ(-0.75), 専門(-0.37), 分野(-0.30), 教え(-0.27), 勉強(-0.26), 授業(-0.41), それぞれ(-0.75), 分野(-0.30), 興味(-0.47), 知る(-0.42)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,フィールドワークと政治についての知識、SGBTと経済の関係について学んだ。,-0.20575515,,"と(-0.22), 政治(-0.85), つい(-0.55), 知識(-0.12), と(-0.22), 経済(-0.67), 関係(-0.95), つい(-0.55)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,経済成長などのことについて詳しくしれた,-0.110828455,,"経済(-0.67), つい(-0.55)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,社会環境学について学ぶ事ができた,-0.285791,,"社会(-0.82), つい(-0.55), 学ぶ(-0.55), 事(-0.94)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,上杉先生の授業はとても意義のある授業のように思っていたが、鬼頭先生や木下先生の授業は、パワーポイントをひたすら読むだけで授業の意味があるようには思えなかった。また、パワーポイントも書きたいことをぎっしり書いている感じで分かりずらかった。,-0.1082155,,"先生(-0.24), 授業(-0.41), とても(-0.17), 意義(-0.25), 授業(-0.41), 先生(-0.24), や(-0.28), 先生(-0.24), 授業(-0.41), ひたすら(-0.63), 読む(-0.95), 授業(-0.41), 意味(-0.85), ぎっしり(-0.48), 感じ(-0.97)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,SDGsへの考え方など多面的な視点から考えることができ、多くの知識を得ることが出来た。,-0.159633,,"視点(-0.44), 考える(-0.88), 多く(-0.88), 知識(-0.12), 得る(-0.85), 出来(-0.65)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,特に政治分野の講義に関してためになったと感じました。,-0.162556294,,"政治(-0.85), 分野(-0.30), 講義(-0.43), と(-0.22), 感じ(-0.97)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,しっかりと講義についていくことは大変でしたが楽しかった,-0.103837467,,"と(-0.22), 講義(-0.43), つい(-0.55), 大変(-0.37)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,多角的に学べた,0,,
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,難易度が高いものが多々あったが、友達と協力して取り組めた。,0.026825722,友達(0.96),"と(-0.22), 協力(-0.26)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,すこしスライドが見にくかったりしました。,-0.0511225,,スライド(-0.51)
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,いろいろな方向から問題を見れた,-0.20631675,,"方向(-0.93), 問題(-0.72)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,特になし,0,,
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,上杉先生の授業が好きだった。,0.031731444,好き(0.93),"先生(-0.24), 授業(-0.41)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,sdgsの取り組み内容などについて具体的に取り組んである事例などを説明され、学びになった。,-0.13615284,,"内容(-0.85), つい(-0.55), 事例(-0.30), 説明(-0.78), さ(-0.94)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,わかりやすい授業で詳しく学ぶことが出来た,-0.1605115,,"授業(-0.41), 学ぶ(-0.55), 出来(-0.65)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,インターネットに接続されにくいので改善してほしいです。,-0.036349357,改善(0.95),"接続(-0.53), さ(-0.94)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,とてもわかり易いかったです。特にテストがやりがいがありました。,-0.031702188,,"とても(-0.17), テスト(-0.34)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,半年間ありがとうございました。単位取れるように頑張って来ました。,-0.173445353,,"半年(-0.44), 間(-0.80), 単位(-0.92), 取れる(-0.78)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,半年間ありがとうございました。 課題レポート頑張りました。単位ください。,-0.164133588,,"半年(-0.44), 間(-0.80), 課題(-0.40), レポート(-0.23), 単位(-0.92)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,三人の先生に講義をしていただき、それぞれで分野が異なり、授業の感覚も先生ごとで異なるので慣れるのに少し時間がかかった。,-0.174178444,慣れる(0.99),"三(-0.98), 先生(-0.24), 講義(-0.43), それぞれ(-0.75), 分野(-0.30), 授業(-0.41), 感覚(-0.72), 先生(-0.24), ごと(-0.52), 異なる(-0.76), 少し(-0.97), 時間(-0.95)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,スライドが多くて内容を把握しきれなかったです。,-0.197817923,,"スライド(-0.51), 多く(-0.88), 内容(-0.85), 把握(-0.33)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,この授業を受けて社会の知らなかった仕組みなど知れた,-0.1005655,,"授業(-0.41), 受け(-0.18), 社会(-0.82)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,特にありませんが分かりやすく楽しい授業ありがとうございます,0.049169167,楽しい(1.00),授業(-0.41)
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,住み続けられる街づくり,0,,
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,社会問題に対してとても充実した内容だった。,-0.195720915,充実(0.02),"社会(-0.82), 問題(-0.72), とても(-0.17), 内容(-0.85)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,３つの分野について広く学ぶ事が出来ました。,-0.198948267,,"分野(-0.30), つい(-0.55), 学ぶ(-0.55), 事(-0.94), 出来(-0.65)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,この授業で社会環境学の総論についてたくさん学ぶことができた,-0.180641813,,"授業(-0.41), 社会(-0.82), 総論(-0.57), つい(-0.55), 学ぶ(-0.55)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,国民一人当たりの生産性や人口減少の原因など日本の課題について学ぶことができました。,-0.218809667,,"国民(-0.62), 一人(-0.99), 生産性(-0.14), や(-0.28), 人口(-0.47), 減少(-0.36), 原因(-0.91), 課題(-0.40), つい(-0.55), 学ぶ(-0.55)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,さまざまな学問を色んな手法で学べて楽しかった。スマホを持って学校周辺を回る授業が面白かった,-0.140581,,"学問(-0.16), 手法(-0.37), 学校(-0.76), 周辺(-0.69), 回る(-0.99), 授業(-0.41)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,地域のことなどについて学ぶことができた。,-0.146223692,,"地域(-0.81), つい(-0.55), 学ぶ(-0.55)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,いろいろな知識を知ることができて楽しかったです。,-0.041739385,,"知識(-0.12), 知る(-0.42)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,内容が難しく、1度では理解しがたいものが多くあったが、地域の問題など、詳しい内容を学ぶことが出来、よかった。,-0.160299765,詳しい(0.96),"内容(-0.85), 度(-0.80), 理解(-0.31), 多く(-0.88), 地域(-0.81), 問題(-0.72), 内容(-0.85), 学ぶ(-0.55), 出来(-0.65)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,専門的な知識などを身につけることができた。,-0.084456615,,"知識(-0.12), 身(-0.98)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,知らないことを知れた,-0.166666167,,ない(-1.00)
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,沢山先生が変わるので飽きない,-0.243155125,,"沢山(-0.10), 先生(-0.24), 飽き(-0.60), ない(-1.00)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,先生によって授業内容が変わって、大変だったけど何とかついていけました。,-0.114245565,,"先生(-0.24), 授業(-0.41), 内容(-0.85), 大変(-0.37), と(-0.22), つい(-0.55)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,どの先生も将来につながる授業をしてくださるので今、社会で問題とされているものを深く考えることができた。,-0.174950125,,"先生(-0.24), 将来(-0.52), 授業(-0.41), 今(-0.85), 社会(-0.82), 問題(-0.72), と(-0.22), さ(-0.94), 考える(-0.88)"
1913104　社会環境学Ⅰ(総論),平均評価ポイント　　3.44,地域、経済、政治とSDGsの関わりを知ることができた。,-0.185469063,,"地域(-0.81), 経済(-0.67), 政治(-0.85), と(-0.22), 知る(-0.42)"
